Ano,Mês,Código do Produto,Código de Barras,Descrição do Produto,Quantidade,Valor Bruto,Valor Desconto,Valor Líquido,Valor Vale Troca
2023.0,04/2023,7896553909784.0,7896553909784.0,Cesta Organizadora Maxi Pt,3.0,"136,50","0,00","136,50","0,00"
2023.0,04/2023,7898943563682.0,7898943563682.0,Organizador Empilhavel Quadrtta Cr 32x5.7x8.0cm,1.0,"31,25","0,00","31,25","0,00"
2023.0,04/2023,7891115006185.0,7891115006185.0,Garrafa 2 Lts Branco Plasvale,1.0,"19,75","0,00","19,75","0,00"
2023.0,04/2023,453998.0,453998.0,Cj Bandejas/ Tigelas Evo,1.0,"55,75","0,00","55,75","0,00"
2023.0,04/2023,7896359001989.0,7896359001989.0,Organizador 2.3l Plastico Sanremo,3.0,"68,25","0,00","68,25","0,00"
2023.0,04/2023,7891115006444.0,7891115006444.0,Porta Talheres S/ Tampa Br,1.0,"24,00","0,00","24,00","0,00"
2023.0,04/2023,7899808881637.0,7899808881637.0,Pote Plasutil Trava Mais 2 Divisorias 013084,4.0,"108,00","1,33","106,67","0,00"
2023.0,04/2023,7896359041084.0,7896359041084.0,Jarra Sanremo Plast SR788/555,17.0,"306,00","46,50","259,50","0,00"
2023.0,04/2023,7897291817058.0,7897291817058.0,Organizador 2.5l Giplas Quad Sort Pq-25,5.0,"50,00","0,00","50,00","0,00"
2023.0,04/2023,7899014661061.0,7899014661061.0,Balde 13l Cajovil Inf Lfof Az Cl,1.0,"44,00","0,00","44,00","0,00"
2023.0,04/2023,7896042080451.0,7896042080451.0,Cj Organizador Rosca 03 Pcs Plasutil,2.0,"19,00","0,00","19,00","0,00"
2023.0,04/2023,7909875068890.0,7909875068890.0,Saboneteira Premium Cap Plast,3.0,"44,25","0,00","44,25","0,00"
2023.0,04/2023,7892401000061.0,7892401000061.0,Pote Microondas 2.5 L,5.0,"121,25","0,00","121,25","0,00"
2023.0,04/2023,7897698205052.0,7897698205052.0,Cj Pote 4 Pcs Paris C/ Cinta,1.0,"12,00","0,00","12,00","0,00"
2023.0,04/2023,7899014659501.0,7899014659501.0,Esponja Infantil Cajovil Urso P Rs Bebe,2.0,"16,00","0,00","16,00","0,00"
2023.0,04/2023,7898943596987.0,7898943596987.0,Cesto Organizador Br 39x27x7.5cm Linea,1.0,"41,50","0,00","41,50","0,00"
2023.0,04/2023,7908439800464.0,7908439800464.0,Tabua Cortes Arqplast,2.0,"38,00","0,00","38,00","0,00"
2023.0,04/2023,7896359017614.0,7896359017614.0,Organizador Baixo 20l Sanremo,7.0,"360,50","0,00","360,50","0,00"
2023.0,04/2023,7896502841042.0,7896502841042.0,Cj Cesta Pq Coza Lv4 Pg3,8.0,"214,00","0,00","214,00","0,00"
2023.0,04/2023,7896460201254.0,7896460201254.0,Concha Cereais Dpg Md 150ml 0125,4.0,"21,00","0,00","21,00","0,00"
2023.0,04/2023,7896359010943.0,7896359010943.0,Organizador Sanremo Md 16.7l,4.0,"231,00","0,00","231,00","0,00"
2023.0,04/2023,7899206115938.0,7899206115938.0,Prato Sobremesa 18cm Melamina,5.0,"22,50","0,00","22,50","0,00"
2023.0,04/2023,7897291829914.0,7897291829914.0,Lixeira 4l Giplas Red Pt Li-04,13.0,"110,50","0,00","110,50","0,00"
2023.0,04/2023,7908486112176.0,7908486112176.0,Garrafa Squeeze 420ml Decorada Quadrada Cm40,2.0,"28,50","0,00","28,50","0,00"
2023.0,04/2023,7908342103140.0,7908342103140.0,Porta Cafe Hermetico C/ Colher Dosadora 2.1L,1.0,"16,25","0,00","16,25","0,00"
2023.0,04/2023,7899755699187.0,7899755699187.0,Organizador Gavetas Wincy,2.0,"78,00","0,00","78,00","0,00"
2023.0,04/2023,7899808897997.0,7899808897997.0,Pote Plasutil Quad Moduline G,2.0,"30,00","0,00","30,00","0,00"
2023.0,04/2023,7896359022182.0,7896359022182.0,Cj Cesta Sanremo 746ml Empilhavel L4P3,4.0,"77,00","0,00","77,00","0,00"
2023.0,04/2023,7897698203584.0,7897698203584.0,Jogo Mantimento Plast Mb 5pc 0358-R,2.0,"106,00","0,00","106,00","0,00"
2023.0,04/2023,7898121654386.0,7898121654386.0,Pote 3.6l Quad,1.0,"11,75","0,00","11,75","0,00"
2023.0,04/2023,7895155233907.0,7895155233907.0,Lixeiras De Pia Plast 4l Vd Menta,6.0,"127,50","0,00","127,50","0,00"
2023.0,04/2023,7896359006199.0,7896359006199.0,Pote Quadrado Sanremo 709/5,2.0,"23,00","0,00","23,00","0,00"
2023.0,04/2023,7896359030248.0,7896359030248.0,Cesta Empilhavel Sanremo 6.3l ,1.0,"16,25","0,00","16,25","0,00"
2023.0,04/2023,7899014651888.0,7899014651888.0,Cj Alimentacao Cajovil Prato/Colher/P Suco Rs Bebe,1.0,"27,50","0,00","27,50","0,00"
2023.0,04/2023,7896359015078.0,7896359015078.0,Pote 1.1l Red Plastico Sanremo 704/57,6.0,"73,50","0,00","73,50","0,00"
2023.0,04/2023,7897291831474.0,7897291831474.0,Organizador 690ml Giplas Quad Home Sort Pqh-07,6.0,"19,50","0,00","19,50","2,66"
2023.0,04/2023,7891115044965.0,7891115044965.0,Ralador De Alho Plasvale,1.0,"14,50","0,00","14,50","0,00"
2023.0,04/2023,7897291832587.0,7897291832587.0,Cj Organiz Giplas Quad Alto Cafe/Acucar Cqal-220,3.0,"35,25","0,00","35,25","0,00"
2023.0,04/2023,7896359013852.0,7896359013852.0,Cesta Empilhavel 746ml Pr,4.0,"27,00","0,00","27,00","0,00"
2023.0,04/2023,7895155432942.0,7895155432942.0,Organizador Multiuso Plast Pp Vm S/ Tampa,2.0,"65,50","0,00","65,50","0,00"
2023.0,04/2023,7896553941692.0,7896553941692.0,Porta Talheres Bios Br,1.0,"54,00","0,00","54,00","0,00"
2023.0,04/2023,7896359043651.0,7896359043651.0,Pote 7l Plastico Sanremo,9.0,"236,25","0,00","236,25","0,00"
2023.0,04/2023,7896359023363.0,7896359023363.0,Organizador Plastico 29l Sanremo,2.0,"102,50","0,00","102,50","0,00"
2023.0,04/2023,7891115079387.0,7891115079387.0,Cj 3 Potes 250ml Biovita,6.0,"51,00","0,00","51,00","0,00"
2023.0,04/2023,7896359027439.0,7896359027439.0,Porta Escova Dentes Sanremo SR687/2,3.0,"22,50","0,00","22,50","0,00"
2023.0,04/2023,7897291831009.0,7897291831009.0,"Lixeira 3,75ml Giplas Quad Basc Pt Lib-04",4.0,"32,00","0,00","32,00","0,00"
2023.0,04/2023,7897291815139.0,7897291815139.0,Bacia 15l Giplas Ba-150,5.0,"102,50","0,00","102,50","0,00"
2023.0,04/2023,7895155500559.0,7895155500559.0,Porta Escova C/ Tampa Premium Rs,1.0,"20,50","0,00","20,50","0,00"
2023.0,04/2023,7899014629412.0,7899014629412.0,Kit Duas Colheres Urso Az Bebe,1.0,"4,50","0,00","4,50","0,00"
2023.0,04/2023,7898121651149.0,7898121651149.0,Cesta Rattan Rischioto 15l Areia,1.0,"43,00","0,00","43,00","0,00"
2023.0,04/2023,7891115015361.0,7891115015361.0,Bisnaga 0.25l Vm,12.0,"51,00","0,00","51,00","0,00"
2023.0,04/2023,7895155242619.0,7895155242619.0,Porta Detergente Translucido Pt,1.0,"21,00","0,00","21,00","0,00"
2023.0,04/2023,7897291801521.0,7897291801521.0,Cj Pote 400ml Giplas Ret Fita Sort Cr-404F,2.0,"18,50","0,00","18,50","0,00"
2023.0,04/2023,7897291830576.0,7897291830576.0,Cj Pote 2/1.5/850/400/250ml Giplas Ret Sort Cr-05,2.0,"44,00","0,00","44,00","0,00"
2023.0,04/2023,7895155669539.0,7895155669539.0,Porta Pao Premium Pt C/ Tampa Transparente,1.0,"68,75","0,00","68,75","0,00"
2023.0,04/2023,7896456019436.0,7896456019436.0,Copo Master Color 600ml,1.0,"9,50","0,00","9,50","0,00"
2023.0,04/2023,7896359016303.0,7896359016303.0,Penico Plástico Infantil Rosa Capacidade 1l - Sanremo,1.0,"30,75","0,00","30,75","0,00"
2023.0,04/2023,7896456025475.0,7896456025475.0,Tabua Corte Cinquetti Utile Cz,4.0,"73,00","0,00","73,00","0,00"
2023.0,04/2023,7895155290214.0,7895155290214.0,Organizador Conecta 900ml Trans Plast C/ Tampa Pt,6.0,"61,50","0,00","61,50","0,00"
2023.0,04/2023,7895155778996.0,7895155778996.0,Organizador Gaveta Uz 125X340mm Rs UZ383-ROS,4.0,"67,00","0,00","67,00","0,00"
2023.0,04/2023,7896952540564.0,7896952540564.0,Cj 2 Potes Red 370ml Art Decor 2,4.0,"28,00","0,00","28,00","0,00"
2023.0,04/2023,7896042078861.0,7896042078861.0,Porta Sabonete Liquido Plasutil 250Ml,2.0,"25,00","0,00","25,00","0,00"
2023.0,04/2023,7899808865392.0,7899808865392.0,Copo 280ml Plasutil Shake Jurassic World,1.0,"10,00","0,00","10,00","0,00"
2023.0,04/2023,7896359038152.0,7896359038152.0,Pote Plast Sanremo C/ Travas 537ml,2.0,"29,50","0,00","29,50","0,00"
2023.0,04/2023,7896952506492.0,7896952506492.0,Cj 3 Potes Jaguar Sao Paulo,5.0,"60,00","0,00","60,00","0,00"
2023.0,04/2023,7896359002214.0,7896359002214.0,Caixa Plástica Organizadora Baixa Com Grampos de Fechamento 28.2l - Sanremo,3.0,"283,50","0,00","283,50","0,00"
2023.0,04/2023,7896359013043.0,7896359013043.0,Saboneteira Plástica Infantil Rosa 230ml - Sanremo,1.0,"5,00","0,00","5,00","0,00"
2023.0,04/2023,7891115094854.0,7891115094854.0,Porta Talheres S/ Tampa Cz Grazino ,2.0,"48,00","0,00","48,00","0,00"
2023.0,04/2023,7899850332194.0,7899850332194.0,Copo 2l Clink Popcorn,2.0,"23,00","0,00","23,00","0,00"
2023.0,04/2023,7896359017966.0,7896359017966.0,Jarra Medidora Plástica de 1l - Sanremo,7.0,"112,00","0,00","112,00","0,00"
2023.0,04/2023,7899808888360.0,7899808888360.0,Pote Ret Clic 3 Divisorias Plasutil,3.0,"39,00","0,00","39,00","0,00"
2023.0,04/2023,7899014644132.0,7899014644132.0,Porta Suco C/ Alca e Pe Rs Bebe Translucido,2.0,"16,50","0,00","16,50","0,00"
2023.0,04/2023,7896456025314.0,7896456025314.0,Porta Talheres Cinquetti Rs Marshm,2.0,"46,00","0,00","46,00","0,00"
2023.0,04/2023,7898955006238.0,7898955006238.0,Petisqueira Red 5 Div Le Chef Br 28x3cm,2.0,"53,50","0,00","53,50","0,00"
2023.0,04/2023,7896359029105.0,7896359029105.0,Pote 2l Sanremo C/ Travas Plast SR1750,6.0,"139,50","0,00","139,50","0,00"
2023.0,04/2023,7896021907823.0,7896021907823.0,Cesto Organizador Soprano G Pt,1.0,"30,00","0,00","30,00","0,00"
2023.0,04/2023,7895155808549.0,7895155808549.0,Saboneteira Premium Transp,5.0,"73,75","0,00","73,75","0,00"
2023.0,04/2023,7895155672010.0,7895155672010.0,Porta Detergente Rs Plast Pp,3.0,"54,75","0,00","54,75","0,00"
2023.0,04/2023,7896359033423.0,7896359033423.0,Garrafa 500ml Sanremo Esport Abre Facil Plast,2.0,"41,50","0,00","41,50","0,00"
2023.0,04/2023,7899014651857.0,7899014651857.0,Prato Cajovil Inf C/ Divisoria Az Bebe,1.0,"10,25","0,00","10,25","0,00"
2023.0,04/2023,7898902241545.0,7898902241545.0,Caixa Organizadora 1.5l Pratic Box 21X17X7cm Paramount,1.0,"15,00","0,00","15,00","0,00"
2023.0,04/2023,7897291830644.0,7897291830644.0,Bowl 1.35l Sortidos,2.0,"12,50","0,00","12,50","0,00"
2023.0,04/2023,7897698209821.0,7897698209821.0,Organizador 3 And Quad Florenca Silverblack,2.0,"160,50","0,00","160,50","0,00"
2023.0,04/2023,7908148552258.0,7908148552258.0,Pote Plast Choco 12.3x9x4.7 95225,5.0,"16,25","0,00","16,25","0,00"
2023.0,04/2023,7896359025497.0,7896359025497.0,Forma de Gelo em Plástico Flexível - Sanremo,24.0,"348,00","0,00","348,00","0,00"
2023.0,04/2023,7898943596789.0,7898943596789.0,Cesto Organizador Br 26x12x9cm Linea,4.0,"86,00","0,00","86,00","0,00"
2023.0,04/2023,1632354.0,1632354.0,Suporte Plastico P/ Fatiar Cebola,1.0,"16,75","0,00","16,75","0,00"
2023.0,04/2023,7898121655574.0,7898121655574.0,Caixa Organizadora Rischioto 12l,3.0,"98,25","0,00","98,25","0,00"
2023.0,04/2023,7895155000035.0,7895155000035.0,Escorredor De Louca Slim Rs,1.0,"36,00","0,00","36,00","0,00"
2023.0,04/2023,7896021904143.0,7896021904143.0,Squeeze Eleve 650ml Cz,1.0,"73,75","0,00","73,75","0,00"
2023.0,04/2023,7897698204604.0,7897698204604.0,Queijeira Mb 460,1.0,"11,75","0,00","11,75","0,00"
2023.0,04/2023,7896359025107.0,7896359025107.0,Pote Plastico Sortido Sanremo SR10/28,6.0,"55,50","0,00","55,50","0,00"
2023.0,04/2023,7896952540953.0,7896952540953.0,Cj Mantimento 5pcs Red Art Decor,3.0,"132,00","0,00","132,00","0,00"
2023.0,04/2023,7897511737630.0,7897511737630.0,Pote Multiuso 1.800ml Pet,24.0,"204,00","0,00","204,00","0,00"
2023.0,04/2023,7895155000097.0,7895155000097.0,Escorredor De Louca Slim Pt,5.0,"180,00","0,00","180,00","0,00"
2023.0,04/2023,7909875082537.0,7909875082537.0,Organizador Conecta 1.2l Trans Plast C/ Tampa Capuccino,5.0,"60,00","0,00","60,00","0,00"
2023.0,04/2023,7897291800715.0,7897291800715.0,Pote 6l Giplas Red Alto Sort Pm-60,3.0,"29,25","0,00","29,25","0,00"
2023.0,04/2023,7908342102518.0,7908342102518.0,Squeeze Eko 750ml C/Alca Rs,1.0,"15,75","0,00","15,75","0,00"
2023.0,04/2023,7896021905485.0,7896021905485.0,Marmita 1.2l Tekcor Am,1.0,"31,50","0,00","31,50","0,00"
2023.0,04/2023,7898955006276.0,7898955006276.0,Bowl Redondo Le Chef Br 23.5x14.5cm,1.0,"26,75","0,00","26,75","0,00"
2023.0,04/2023,7895155295417.0,7895155295417.0,Organizador Conecta 1.2l Trans Plast C/ Tampa Pt,5.0,"60,00","0,00","60,00","0,00"
2023.0,04/2023,7895155808341.0,7895155808341.0,Porta Sabonete Liq Premium Transp,4.0,"78,00","0,00","78,00","0,00"
2023.0,04/2023,7909875061464.0,7909875061464.0,Bacia 14l Plast Capuccino,1.0,"30,25","0,00","30,25","0,00"
2023.0,04/2023,7896359013470.0,7896359013470.0,Porta Ovos Sanremo Plast,5.0,"81,25","0,00","81,25","0,00"
2023.0,04/2023,7896359038251.0,7896359038251.0,Pote Plast Sanremo C/ Travas 1.6l SR1742/34,2.0,"57,50","0,00","57,50","0,00"
2023.0,04/2023,7896952517009.0,7896952517009.0,Cj Potes Mantimentos Red Leve 6 Pague 5,3.0,"150,75","0,00","150,75","0,00"
2023.0,04/2023,7897291800029.0,7897291800029.0,Bacia Plast Giplas 3.9l Ba-20,1.0,"6,75","0,00","6,75","0,00"
2023.0,04/2023,7899808880456.0,7899808880456.0,Pote 700ml Flip Plasutil,5.0,"83,75","0,00","83,75","0,00"
2023.0,04/2023,7899850327329.0,7899850327329.0,Bandeja Organizadora Clink 26x87x4cm,18.0,"234,00","0,00","234,00","0,00"
2023.0,04/2023,7897698230542.0,7897698230542.0,Bacia Gigante 31l,1.0,"35,50","0,00","35,50","0,00"
2023.0,04/2023,7899808897348.0,7899808897348.0,Garrafa Bomba Plasutil Maionese 480 Ml,1.0,"13,00","0,00","13,00","0,00"
2023.0,04/2023,7895155671976.0,7895155671976.0,Porta Detergente Slim Br Plast Pp,4.0,"73,00","0,00","73,00","0,00"
2023.0,04/2023,7908439801355.0,7908439801355.0,Organizador Arqplast 4 And Quad Pt,3.0,"119,25","0,00","119,25","0,00"
2023.0,04/2023,7896359035311.0,7896359035311.0,Cj Pote Sanremo 3 Pcs Plast SR545/3C,1.0,"19,25","0,00","19,25","0,00"
2023.0,04/2023,7898670620207.0,7898670620207.0,Caixa Plastica Organizadora 17l Branca,5.0,"147,50","0,00","147,50","0,00"
2023.0,04/2023,7898121652597.0,7898121652597.0,Porta Talheres C/Tampa,3.0,"34,50","0,00","34,50","0,00"
2023.0,04/2023,7896359042517.0,7896359042517.0,Organizador 20l Sanremo Plast,8.0,"412,00","0,00","412,00","51,50"
2023.0,04/2023,7891115083414.0,7891115083414.0,Sanduicheira Decor Azul Plasvale,2.0,"16,00","0,00","16,00","0,00"
2023.0,04/2023,7896359010363.0,7896359010363.0,Porta Talher Tampa Plastico Sanremo,4.0,"138,00","0,00","138,00","0,00"
2023.0,04/2023,7897291833041.0,7897291833041.0,Dispenser Multiuso 1l Sortidos,6.0,"21,00","0,00","21,00","2,87"
2023.0,04/2023,7899014647225.0,7899014647225.0,Copo C/ Bico 350ml Az Bebe Translucido,3.0,"19,50","0,00","19,50","0,00"
2023.0,04/2023,7896952531739.0,7896952531739.0,Organizador Ret 1.5l Jaguar Slim,14.0,"119,00","0,00","119,00","0,00"
2023.0,04/2023,7896359027552.0,7896359027552.0,Jarra Plastico Sanremo  Sr790/6,2.0,"36,50","1,82","34,68","0,00"
2023.0,04/2023,7896359038206.0,7896359038206.0,Pote Com Travas Plast Sanremo 730Ml SR1753/33,7.0,"152,25","0,00","152,25","0,00"
2023.0,04/2023,7896359033836.0,7896359033836.0,Cj 4 Potes Plast Sanremo 200ml,1.0,"19,00","0,00","19,00","0,00"
2023.0,04/2023,7895155242695.0,7895155242695.0,Porta Detergente Translucido Vm,4.0,"84,00","0,00","84,00","0,00"
2023.0,04/2023,7896359029501.0,7896359029501.0,Cesto Organizador 22l Sanremo Retang Cz,2.0,"96,50","0,00","96,50","0,00"
2023.0,04/2023,7896743807005.0,7896743807005.0,Jarra Cristal 1700ml Delta,1.0,"31,25","0,00","31,25","0,00"
2023.0,04/2023,7899110631715.0,7899110631715.0,Organizador Acrilico 631715,2.0,"40,00","0,00","40,00","0,00"
2023.0,04/2023,7895155641955.0,7895155641955.0,Porta Frios Vm,1.0,"27,00","0,00","27,00","0,00"
2023.0,04/2023,7896359010806.0,7896359010806.0,Baleiro 2.2l Plast Sanremo,1.0,"24,75","0,00","24,75","0,00"
2023.0,04/2023,7897291830620.0,7897291830620.0,Cj Bowl 330ml 3 Pcs Sortidos,20.0,"100,00","0,00","100,00","5,84"
2023.0,04/2023,7898955006610.0,7898955006610.0,Organizador Modular C/ Div Br 40x25x7.5cm,1.0,"61,50","0,00","61,50","0,00"
2023.0,04/2023,7896042065748.0,7896042065748.0,Bisnaga Confeitar 5 Bicos,1.0,"11,75","0,00","11,75","0,00"
2023.0,04/2023,7898121654492.0,7898121654492.0,Acucareiro / Farinheiro Rischioto,3.0,"19,50","0,00","19,50","0,00"
2023.0,04/2023,7899850334259.0,7899850334259.0,Jarra Medidora 1l Clink Plast,8.0,"70,00","0,00","70,00","0,00"
2023.0,04/2023,7897291817515.0,7897291817515.0,Bandeja 8l Giplas Br Bj-80,4.0,"74,00","0,00","74,00","0,00"
2023.0,04/2023,7895155808365.0,7895155808365.0,Porta Sabonete Liq Premium Pt,5.0,"97,50","0,00","97,50","0,00"
2023.0,04/2023,7895155490263.0,7895155490263.0,Porta Detergente Rs Translucido,2.0,"42,00","0,00","42,00","0,00"
2023.0,04/2023,7897291832228.0,7897291832228.0,Vaso Suspenso Giplas M C/ Haste Sort Va-40,4.0,"65,00","0,00","65,00","0,00"
2023.0,04/2023,7896359029082.0,7896359029082.0,Pote Plast Sanremo C/ Travas 2.5l Vd,1.0,"37,25","0,00","37,25","0,00"
2023.0,04/2023,7898955006641.0,7898955006641.0,Organizador Modular C/ Div Br 36.5x36.5x7.5cm,1.0,"84,00","0,00","84,00","0,00"
2023.0,04/2023,7896359025299.0,7896359025299.0,Rodo Pia 14cm Plastico,9.0,"54,00","0,00","54,00","0,00"
2023.0,04/2023,7891115082899.0,7891115082899.0,Saleiro 1l Vm Jester,3.0,"35,25","0,00","35,25","0,00"
2023.0,04/2023,7897291800111.0,7897291800111.0,Pote Plast Giplas Red Alto 02l Pm-20,4.0,"18,00","0,00","18,00","0,00"
2023.0,04/2023,7896042061825.0,7896042061825.0,Cj Porta Mant Clic Pote Rosca 3 Pcs,1.0,"41,75","0,00","41,75","0,00"
2023.0,04/2023,7891115003894.0,7891115003894.0,Bisnaga 0.25ml Br,9.0,"38,25","0,00","38,25","0,00"
2023.0,04/2023,7897291807943.0,7897291807943.0,Cj Pote 600ml Giplas Red Alto Sort 2 Pcs Cm-206,1.0,"5,75","0,00","5,75","0,00"
2023.0,04/2023,7896359021314.0,7896359021314.0,Garrafa 500ml Sanremo Esport Abre Facil ,8.0,"140,00","0,00","140,00","0,00"
2023.0,04/2023,7897291829204.0,7897291829204.0,Porta Detergente Giplas Pt Pd-01,1.0,"4,25","0,00","4,25","0,00"
2023.0,04/2023,7908342103058.0,7908342103058.0,Pote Hermetico Rosca 2.1L Tpa Br ,1.0,"14,75","0,00","14,75","0,00"
2023.0,04/2023,7896456025345.0,7896456025345.0,Porta Talheres Cinquetti Rs Marshm C/Tampa,1.0,"34,50","0,00","34,50","0,00"
2023.0,04/2023,7896743801751.0,7896743801751.0,Porta Leite Delta Util Pl1750,4.0,"46,00","0,00","46,00","0,00"
2023.0,04/2023,7895155771553.0,7895155771553.0,Organizador Pia Uz Plus Am,1.0,"9,25","0,00","9,25","0,00"
2023.0,04/2023,7895155419332.0,7895155419332.0,Acucareiro Plast Vm,1.0,"16,50","0,00","16,50","0,00"
2023.0,04/2023,7896359013463.0,7896359013463.0,Sanduicheira Dupla Plastico Sanremo,1.0,"15,25","0,00","15,25","0,00"
2023.0,04/2023,7898121654096.0,7898121654096.0,Caixa Organizadora Rischioto 03l 200ml,4.0,"56,00","0,00","56,00","0,00"
2023.0,04/2023,7895155533168.0,7895155533168.0,Porta Algodao Uz Br Metalizado Premium,1.0,"22,75","0,00","22,75","0,00"
2023.0,04/2023,7897698209494.0,7897698209494.0,Bacia Canelada Random 1.8l,6.0,"42,00","0,00","42,00","0,00"
2023.0,04/2023,7897291800586.0,7897291800586.0,Cj Pote 600ml Giplas Red Alto Sort 3 Pcs Cm-306,7.0,"54,25","0,00","54,25","0,00"
2023.0,04/2023,7896553981322.0,7896553981322.0,Porta Guardanapo Cozy Pq Cz,1.0,"21,75","0,00","21,75","0,00"
2023.0,04/2023,7896042034355.0,7896042034355.0,Porta Cotonete Trama Pt,1.0,"7,25","0,00","7,25","0,00"
2023.0,04/2023,7896359004843.0,7896359004843.0,Pote Sanremo Hermet Roscado 441,11.0,"200,75","0,00","200,75","0,00"
2023.0,04/2023,7896359017652.0,7896359017652.0,Organizador 11l Plast Sanremo,28.0,"1.239,00","401,80","837,20","0,00"
2023.0,04/2023,7898549350679.0,7898549350679.0,Porta Comprimido Plast ,3.0,"27,00","0,00","27,00","0,00"
2023.0,04/2023,7908439803281.0,7908439803281.0,Escorredor Louca Arqplast Cz,1.0,"12,25","0,00","12,25","0,00"
2023.0,04/2023,7896553935868.0,7896553935868.0,Copo 500ml C/Tpa Canudo Nutri Llv/Llt,1.0,"27,00","0,00","27,00","0,00"
2023.0,04/2023,7895155486648.0,7895155486648.0,Porta Detergente Uz Rs,3.0,"49,50","0,00","49,50","0,00"
2023.0,04/2023,7899110643695.0,7899110643695.0,Porta Comprimido 7 Divisorias,2.0,"14,50","0,00","14,50","0,00"
2023.0,04/2023,7898955006917.0,7898955006917.0,Travessa C/ Alca Le Chef Creme 35.5x21.5x8.5cm,3.0,"93,75","0,00","93,75","0,00"
2023.0,04/2023,7897291832402.0,7897291832402.0,Cj Escorredor Louca Giplas C/ Bandeja Sort Kel-01,3.0,"100,50","0,00","100,50","0,00"
2023.0,04/2023,7895155500573.0,7895155500573.0,Porta Escova Premium Rs,3.0,"39,00","0,00","39,00","0,00"
2023.0,04/2023,7896553944662.0,7896553944662.0,Cj Coza Taca Espumante Celebration C/6 Rs,3.0,"195,00","0,00","195,00","0,00"
2023.0,04/2023,7896952532125.0,7896952532125.0,Porta Detergente Jaguar,5.0,"27,50","0,00","27,50","0,00"
2023.0,04/2023,7896359043002.0,7896359043002.0,Cesta Sanremo Plast Empil SR886/755,12.0,"174,00","12,80","161,20","0,00"
2023.0,04/2023,7898943565389.0,7898943565389.0,Organizador Diamond Divisorias 28x14,1.0,"50,00","0,00","50,00","0,00"
2023.0,04/2023,7896021902231.0,7896021902231.0,Squeeze 750ml C/ Tubo Gelo Vm,1.0,"44,50","0,00","44,50","0,00"
2023.0,04/2023,7896456024492.0,7896456024492.0,Porta Saco Leite/Iogurte Cinquetti Rs Marshm,1.0,"6,50","0,00","6,50","0,00"
2023.0,04/2023,7899755673798.0,7899755673798.0,Organizador Saco Vacuo OGC0232,5.0,"70,00","0,00","70,00","0,00"
2023.0,04/2023,7896952505044.0,7896952505044.0,Pote Mantimento Jaguar Quad 504,1.0,"24,00","0,00","24,00","0,00"
2023.0,04/2023,7897291815269.0,7897291815269.0,Cj Pote 850/400/250ml Giplas Ret Fita Sort Cr-942F,1.0,"7,50","0,00","7,50","0,00"
2023.0,04/2023,7895155597115.0,7895155597115.0,Bandeja Plast Plus Br,2.0,"42,50","0,00","42,50","0,00"
2023.0,04/2023,7899808893760.0,7899808893760.0,Cesto Prendedor Plasutil Trama,5.0,"65,00","0,00","65,00","0,00"
2023.0,04/2023,7895155242497.0,7895155242497.0,Porta Detergente Uz Pt,7.0,"115,50","0,00","115,50","0,00"
2023.0,04/2023,7891115029313.0,7891115029313.0,Sanduicheira Plasvale,4.0,"28,00","0,00","28,00","0,00"
2023.0,04/2023,7897291831481.0,7897291831481.0,Organizador 1.38ml Giplas Quad Home Sort Pqh-15,18.0,"85,50","0,00","85,50","3,89"
2023.0,04/2023,7899206158805.0,7899206158805.0,Copo 300ml Melamina,3.0,"50,25","0,00","50,25","0,00"
2023.0,04/2023,7895155537708.0,7895155537708.0,Cooler Gold 8l Transp,1.0,"47,00","2,35","44,65","0,00"
2023.0,04/2023,7897291800128.0,7897291800128.0,Pote 3l Giplas Red Alto Sort Pm-30,6.0,"37,50","0,00","37,50","0,00"
2023.0,04/2023,7897291817133.0,7897291817133.0,Bandeja 3.5l Giplas Br Bj-35,14.0,"115,50","0,00","115,50","0,00"
2023.0,04/2023,7897698209623.0,7897698209623.0,Caixa Org Topa Tudo Redondo Medio 3.3l,1.0,"13,50","0,00","13,50","0,00"
2023.0,04/2023,7908342102594.0,7908342102594.0,Garrafa Plast Festa 300ml Rs,1.0,"7,50","0,00","7,50","0,00"
2023.0,04/2023,7897291829198.0,7897291829198.0,Porta Detergente Br,1.0,"4,25","0,00","4,25","0,00"
2023.0,04/2023,7908439803267.0,7908439803267.0,Escorredor Alimentos Multiuso Red Arqplast,5.0,"38,75","0,00","38,75","0,00"
2023.0,04/2023,7896553971064.0,7896553971064.0,Porta Cosmeticos 3div Rs,2.0,"35,00","0,00","35,00","0,00"
2023.0,04/2023,7891115083070.0,7891115083070.0,Pote Mais 530Ml Plasvale,1.0,"4,00","0,00","4,00","0,00"
2023.0,04/2023,7897291800548.0,7897291800548.0,Cj Mantimento Giplas 05pç Cm-05,5.0,"130,00","0,00","130,00","0,00"
2023.0,04/2023,7899014602286.0,7899014602286.0,Troninho Plast Cajovil Urso Rs,3.0,"67,50","0,00","67,50","0,00"
2023.0,04/2023,7896359043187.0,7896359043187.0,Escorredor Louca Sanremo G Plast,4.0,"166,00","0,00","166,00","0,00"
2023.0,04/2023,7891575147329.0,7891575147329.0,Tigela 770ml Melamina M 17x17x6.5cm 4732,1.0,"17,75","0,00","17,75","0,00"
2023.0,04/2023,7908439803908.0,7908439803908.0,Maleta Arqplast Lady Box Az,1.0,"37,25","0,00","37,25","0,00"
