Ano,Mês,Código do Produto,Código de Barras,Descrição do Produto,Quantidade,Valor Bruto,Valor Desconto,Valor Líquido,Valor Vale Troca
2023.0,04/2023,7895155488567.0,7895155488567.0,Organizador Plus Rs,4.0,"37,00","0,00","37,00","0,00"
2023.0,04/2023,7896359025428.0,7896359025428.0,Escorredor Massa C/ Cabo Plastico,2.0,"35,50","0,00","35,50","0,00"
2023.0,04/2023,7895155289652.0,7895155289652.0,Organizador Conecta 600ml Trans Plast C/ Tampa Rs,12.0,"105,00","0,00","105,00","0,00"
2023.0,04/2023,7898955006634.0,7898955006634.0,Organizador Modular C/ Div Br 40.5x13.5x7.5cm,8.0,"362,00","0,00","362,00","0,00"
2023.0,04/2023,7896359042814.0,7896359042814.0,Lixeira 6l Red C/ Tampa Sanremo,4.0,"103,00","0,00","103,00","0,00"
2023.0,04/2023,7899110525342.0,7899110525342.0,Balde Champanhe 21cm Crocodile Black,1.0,"86,75","0,00","86,75","0,00"
2023.0,04/2023,7896359027392.0,7896359027392.0,Sanduicheira Plástica Rosa- Sanremo,5.0,"43,75","0,00","43,75","0,00"
2023.0,04/2023,7909875082490.0,7909875082490.0,Organizador Conecta 300ml Plast Trans C/ Tampa Capuccino,2.0,"14,00","0,00","14,00","0,00"
2023.0,04/2023,7896952540830.0,7896952540830.0,Pote Mantimento Jaguar 3200ml Red Art Decor 3,5.0,"53,75","0,00","53,75","0,00"
2023.0,04/2023,7891115046907.0,7891115046907.0,Omeleteira Marrom Fendi Plasvale,3.0,"33,00","0,00","33,00","0,00"
2023.0,04/2023,7896952505020.0,7896952505020.0,Pote Mantimento Jaguar Quad 502,3.0,"33,75","0,00","33,75","0,00"
2023.0,04/2023,7896359042845.0,7896359042845.0,Lixeira 7l C/ Pedal Sanremo,9.0,"292,50","0,00","292,50","27,55"
2023.0,04/2023,7892401001723.0,7892401001723.0,Tampa Microondas Utility Gd,1.0,"14,25","0,00","14,25","0,00"
2023.0,04/2023,7896460201261.0,7896460201261.0,Funil Plastico Dpg Md 150ml 0126,1.0,"3,25","0,00","3,25","0,00"
2023.0,04/2023,7896021912797.0,7896021912797.0,Tampa Marmita Tekcor 1.5L Bege,4.0,"89,00","0,00","89,00","0,00"
2023.0,04/2023,7897386714767.0,7897386714767.0,Porta Queijo Break Rs Ou,1.0,"38,50","1,89","36,61","0,00"
2023.0,04/2023,7897291809664.0,7897291809664.0,Cj Pote 850ml Giplas Ret Fita Sort Cr-209F,4.0,"29,00","0,00","29,00","0,00"
2023.0,04/2023,7897291832457.0,7897291832457.0,Lixeira 5l Giplas Red Basc Pt Lib-05,3.0,"117,75","0,00","117,75","0,00"
2023.0,04/2023,7896553992748.0,7896553992748.0,Organizador Coza Ret C/ Divisoria Transp,1.0,"36,75","0,00","36,75","0,00"
2023.0,04/2023,7895155249892.0,7895155249892.0,Porta Papel Toalha Plast Rs,2.0,"29,50","0,00","29,50","0,00"
2023.0,04/2023,7896359015139.0,7896359015139.0,Pote 2.7l Quad Plastico Sanremo  712/57,5.0,"133,75","0,00","133,75","0,00"
2023.0,04/2023,7896359015139.0,7896359015139.0,Pote 2.7l Quad Plastico Sanremo  712/57,-1.0,"0,00","0,00","0,00","0,00"
2023.0,04/2023,7899808888353.0,7899808888353.0,Pote Ret Clic 2 Divisorias Plasutil,2.0,"25,00","0,00","25,00","0,00"
2023.0,04/2023,7908161723307.0,7908161723307.0,Espremedor Laranja Wincy,2.0,"14,00","0,00","14,00","0,00"
2023.0,04/2023,7895155597214.0,7895155597214.0,Bandejas Plast Plus Vm,4.0,"85,00","0,00","85,00","0,00"
2023.0,04/2023,7895155288457.0,7895155288457.0,Organizador Conecta 300ml Trans Plast C/ Tampa Vm ,7.0,"49,00","0,00","49,00","0,00"
2023.0,04/2023,7897698235110.0,7897698235110.0,Porta Sabao Po 1.75l Ret Joy Shine,2.0,"50,00","0,00","50,00","0,00"
2023.0,04/2023,7896900292248.0,7896900292248.0,Jarra Medidora 500ml C/ Alca Cristal Dona Cotta,8.0,"60,00","0,00","60,00","0,00"
2023.0,04/2023,7891115073385.0,7891115073385.0,Pote 0.300ml Quad Plasvale Rs,1.0,"5,00","0,00","5,00","0,00"
2023.0,04/2023,7908439803991.0,7908439803991.0,Organizador Arqplast Multiuso C/ Gavetas 7001,2.0,"36,50","0,00","36,50","0,00"
2023.0,04/2023,7898919089130.0,7898919089130.0,Organizador 40l Rattan C/ Tampa Pt Arqplast,1.0,"67,75","0,00","67,75","0,00"
2023.0,04/2023,7896553918809.0,7896553918809.0,Aucareiro Due 300ml Casual Br,1.0,"25,50","0,00","25,50","0,00"
2023.0,04/2023,7891115012544.0,7891115012544.0,Bisnaga 0.40l Gd Br,13.0,"74,75","0,00","74,75","0,00"
2023.0,04/2023,7897291815191.0,7897291815191.0,Porta Talheres Giplas C/ Tampa Sort Tat-01,11.0,"159,50","0,00","159,50","0,00"
2023.0,04/2023,7898121657660.0,7898121657660.0,Caixa Multiuso 12.0l,1.0,"30,50","0,00","30,50","0,00"
2023.0,04/2023,7897698230535.0,7897698230535.0,Bacia Canelada 20l,2.0,"53,00","0,00","53,00","0,00"
2023.0,04/2023,7896359024261.0,7896359024261.0,Cj 4 Potes Plastico Sanremo,2.0,"161,00","0,00","161,00","0,00"
2023.0,04/2023,7896952500681.0,7896952500681.0,Pote Retang 3l Jaguar,2.0,"31,00","0,00","31,00","0,00"
2023.0,04/2023,7896042061726.0,7896042061726.0,Cj 4 Potes Plasutil Conect Qd 02,1.0,"20,75","0,00","20,75","0,00"
2023.0,04/2023,7896359019519.0,7896359019519.0,Escorredor Talh C/div Plastico Sanremo,2.0,"21,50","0,00","21,50","0,00"
2023.0,04/2023,7899110631685.0,7899110631685.0,Porta Cotonete,1.0,"17,00","0,00","17,00","0,00"
2023.0,04/2023,7896359013739.0,7896359013739.0,Pote Sanremo Porta Biscoito Recheado ,12.0,"60,00","0,00","60,00","0,00"
2023.0,04/2023,7897291814057.0,7897291814057.0,Porta Frios Giplas Sort Pf-01,7.0,"45,50","0,00","45,50","0,00"
2023.0,04/2023,7896359043613.0,7896359043613.0,Pote Red 1.3l Plastico Sanremo,4.0,"33,00","0,00","33,00","0,00"
2023.0,04/2023,7896952540915.0,7896952540915.0,Pote Mantimento Jaguar 7700ml Red Art Decor 5,1.0,"20,25","0,00","20,25","0,00"
2023.0,04/2023,7891575146025.0,7891575146025.0,Tigela Melamina 15.5x5cm Color 4602,3.0,"24,00","0,00","24,00","0,00"
2023.0,04/2023,7908439800402.0,7908439800402.0,Mesa Quadrada Dobravel Pt Arqplast,1.0,"248,50","0,00","248,50","0,00"
2023.0,04/2023,7899014646105.0,7899014646105.0,Banheira 28l Cajovil Alegria Rs Bebe,2.0,"169,00","0,00","169,00","0,00"
2023.0,04/2023,7896359004010.0,7896359004010.0,Garrafa 1l Sanremo Red Plast,1.0,"12,25","0,00","12,25","0,00"
2023.0,04/2023,7895155808181.0,7895155808181.0,Porta Escova Premiun Transp,3.0,"39,00","0,00","39,00","0,00"
2023.0,04/2023,7895155428747.0,7895155428747.0,Lixeiras Premium Plast 4l Vm,3.0,"69,00","0,00","69,00","0,00"
2023.0,04/2023,7897291815276.0,7897291815276.0,Cj Pote 250ml Giplas Ret Fita Sort Cr-402F,2.0,"13,00","0,00","13,00","0,00"
2023.0,04/2023,7896359039890.0,7896359039890.0,Porta Sabonete Liquido Alcool Gel Sanremo SR1600/3,14.0,"157,50","0,00","157,50","0,00"
2023.0,04/2023,7909875060757.0,7909875060757.0,Cumbucas Plast 500ml Capuccino,2.0,"9,50","0,00","9,50","0,00"
2023.0,04/2023,7908436205149.0,7908436205149.0,Tigela 68ml Gastro Boutique,2.0,"20,50","0,00","20,50","0,00"
2023.0,04/2023,7891115082455.0,7891115082455.0,"Espremedor De Frutas 0,5 L Plasvale",1.0,"12,75","0,00","12,75","0,00"
2023.0,04/2023,7896359008032.0,7896359008032.0,Saboneteira Plástica 234ml - Sanremo,4.0,"19,00","0,00","19,00","0,00"
2023.0,04/2023,7896359015221.0,7896359015221.0,Cj Pote Red 702/ 704/ 706ml 3 Pcs Plast 706/57C,1.0,"37,25","0,00","37,25","0,00"
2023.0,04/2023,7897291815313.0,7897291815313.0,Caixa Versatil Giplas 14L  Cv-140,3.0,"106,50","0,00","106,50","0,00"
2023.0,04/2023,7897291818727.0,7897291818727.0,Caixa Versatil Giplas 20L Cv-200,7.0,"288,75","0,00","288,75","0,00"
2023.0,04/2023,7896359024735.0,7896359024735.0,Cj 3 Potes 00l 530ml Sanremo Plast,7.0,"110,25","0,00","110,25","0,00"
2023.0,04/2023,7895155290115.0,7895155290115.0,Organizador Conecta 600ml Trans PLast C/ Tampa Pt,10.0,"87,50","0,00","87,50","0,00"
2023.0,04/2023,7895155524852.0,7895155524852.0,Descanso Talher Uz Vm,1.0,"8,75","0,00","8,75","0,00"
2023.0,04/2023,7895155293338.0,7895155293338.0,Organizador Conecta 1.2l Trans Plast C/ Tampa Vm,7.0,"84,00","0,00","84,00","0,00"
2023.0,04/2023,7897291832426.0,7897291832426.0,Organizador 1l Giplas Quad Alto Home Sort Pqah-10,1.0,"4,50","0,00","4,50","0,00"
2023.0,04/2023,7896042026350.0,7896042026350.0,Porta Escova/creme Dental Plasutil,1.0,"11,25","0,00","11,25","0,00"
2023.0,04/2023,7896900201448.0,7896900201448.0,Egg Facil Forma P/ovos Micro-Ondas,1.0,"10,50","0,00","10,50","0,00"
2023.0,04/2023,7897291817065.0,7897291817065.0,Pote Giplas Quad 3 Divisorias Sort Peq-30,3.0,"24,75","0,00","24,75","8,25"
2023.0,04/2023,7896359038237.0,7896359038237.0,Pote Plast Sanremo C/ Travas 2.5l Rs,2.0,"74,50","0,00","74,50","0,00"
2023.0,04/2023,7897698208008.0,7897698208008.0,Fruteira Mesa Firenze Standart,1.0,"26,75","0,00","26,75","0,00"
2023.0,04/2023,7897291801200.0,7897291801200.0,Pote Giplas Redondo Alto 2L Br/pt pml-20,3.0,"14,25","0,00","14,25","0,00"
2023.0,04/2023,7895155288655.0,7895155288655.0,Organizador Conecta 600ml Trans Plast C/ Tampa Vm,11.0,"96,25","0,00","96,25","0,00"
2023.0,04/2023,7896020680574.0,7896020680574.0,Garrafa 750ml Water To Go Mor,3.0,"122,25","0,00","122,25","0,00"
2023.0,04/2023,7895155427801.0,7895155427801.0,Saleiro Plast 500ml Pt,4.0,"44,00","0,00","44,00","0,00"
2023.0,04/2023,7891115005140.0,7891115005140.0,Espremedor Frutas 0.5l Plasvale Br,1.0,"12,75","0,00","12,75","0,00"
2023.0,04/2023,7899014661160.0,7899014661160.0,Redutor Sanitario Cajovil Inf Fofura Lfof Rs Cl,1.0,"26,75","0,00","26,75","0,00"
2023.0,04/2023,7896359006410.0,7896359006410.0,Cj Pote Retang 717/ 719/ 722ml 3 Pcs Plast 722/5C,1.0,"40,00","0,00","40,00","0,00"
2023.0,04/2023,7896359031689.0,7896359031689.0,Pregador Roupa Sanremo Plast SR900/288,103.0,"927,00","197,40","729,60","0,00"
2023.0,04/2023,7899808867532.0,7899808867532.0,Copo 280ml Plasutil Shake Carros,2.0,"20,00","0,00","20,00","0,00"
2023.0,04/2023,7895155604820.0,7895155604820.0,Cesto Multiuso Plast 55l Rs C/ Tampa ,1.0,"94,00","0,00","94,00","0,00"
2023.0,04/2023,7896359010912.0,7896359010912.0,Organizador 1l Plastico Sanremo,2.0,"28,50","0,00","28,50","0,00"
2023.0,04/2023,7896359025350.0,7896359025350.0,Bowl 280ml Plastico.Sanremo,2.0,"32,50","0,00","32,50","0,00"
2023.0,04/2023,7908439801287.0,7908439801287.0,Maleta Multiuso Pt Arqplast,1.0,"43,00","0,00","43,00","0,00"
2023.0,04/2023,7895155496920.0,7895155496920.0,Suportes P/ Colher Plus Rs,2.0,"10,00","0,00","10,00","0,00"
2023.0,04/2023,7895155000042.0,7895155000042.0,Escorredor De Louca Slim Vm ,1.0,"36,00","0,00","36,00","0,00"
2023.0,04/2023,7896460205689.0,7896460205689.0,Funil Plast Dpg Extra 230ml 0568,3.0,"18,00","0,00","18,00","0,00"
2023.0,04/2023,7908439803137.0,7908439803137.0,Maleta Arqplast Primeiros Socorros,1.0,"60,75","0,00","60,75","0,00"
2023.0,04/2023,7897291812251.0,7897291812251.0,Pote Plast Giplas Ret 3.6l Pr-40,3.0,"24,75","0,00","24,75","0,00"
2023.0,04/2023,7895155499167.0,7895155499167.0,Lixeira Slim C/ Pedal 8l Pt Plast,2.0,"100,50","0,00","100,50","0,00"
2023.0,04/2023,7897291817362.0,7897291817362.0,Bandeja 5.5l Giplas Br Bj-55,13.0,"146,25","0,00","146,25","0,00"
2023.0,04/2023,7897291812671.0,7897291812671.0,Cj Tigela 330ml 3 Pcs Sortidos,44.0,"220,00","10,25","209,75","0,00"
2023.0,04/2023,7896359014811.0,7896359014811.0,Porta Remedio Plastico Sanremo,3.0,"30,75","0,00","30,75","0,00"
2023.0,04/2023,7909875059935.0,7909875059935.0,Porta Detergente Slim Capuccino Plast Pp,8.0,"146,00","0,00","146,00","0,00"
2023.0,04/2023,7899808877272.0,7899808877272.0,Porta Ovos Duzia Decor Plasutil,1.0,"18,50","0,00","18,50","0,00"
2023.0,04/2023,7897839700040.0,7897839700040.0,Saboneteira,12.0,"63,00","0,00","63,00","4,45"
2023.0,04/2023,7896359029990.0,7896359029990.0,Tabua Corte Sanremo Gg Plast,1.0,"50,50","0,00","50,50","0,00"
2023.0,04/2023,7896359027422.0,7896359027422.0,Porta Escova de Dentes Plástico - Sanremo,2.0,"15,00","0,00","15,00","0,00"
2023.0,04/2023,7898121650654.0,7898121650654.0,Pote 5.0l Premium,2.0,"26,50","0,00","26,50","0,00"
2023.0,04/2023,7909875069279.0,7909875069279.0,Porta Sabonete Liq Premium Cap Plast,3.0,"58,50","0,00","58,50","19,50"
2023.0,04/2023,7897291811506.0,7897291811506.0,Pote Giplas Redondo Alto 4L  Br/Pt Pml-40,3.0,"22,50","0,00","22,50","0,00"
2023.0,04/2023,7896553997040.0,7896553997040.0,Cesta Multiuso C/ Ventosa One Cz,3.0,"75,75","0,00","75,75","0,00"
2023.0,04/2023,20885.0,20885.0,Frasco 500ml Pet Cristal Shortneck C/Tpa,2.0,"3,00","0,00","3,00","0,00"
2023.0,04/2023,7896359000388.0,7896359000388.0,Pote Quadrado Alto 3.2l Sanremo,2.0,"34,50","0,00","34,50","0,00"
2023.0,04/2023,7896359014804.0,7896359014804.0,Porta Remédio Plástico Dia e Noite - Sanremo,2.0,"15,00","0,00","15,00","0,00"
2023.0,04/2023,7891115021089.0,7891115021089.0,Bisnaga 0.40l Gd Am,8.0,"46,00","0,00","46,00","0,00"
2023.0,04/2023,7896359043088.0,7896359043088.0,Borrifador 350ml Sanremo Plast,12.0,"141,00","0,00","141,00","0,00"
2023.0,04/2023,7908342102990.0,7908342102990.0,Pote Hermetico Rosca 500ml Tpa Br,22.0,"187,00","0,00","187,00","0,00"
2023.0,04/2023,7898121650944.0,7898121650944.0,Cesta Rattan 2.5l Az Cl,6.0,"111,00","0,00","111,00","0,00"
2023.0,04/2023,7895155556723.0,7895155556723.0,Suportes P/ Colher Plast Plus Br,1.0,"5,00","0,00","5,00","0,00"
2023.0,04/2023,7896952516378.0,7896952516378.0,Caixa Frios 7l,20.0,"265,00","0,00","265,00","0,00"
2023.0,04/2023,7899808887943.0,7899808887943.0,Porta Mantimento 1l 240ml Plasutil Quad Trava Mais,2.0,"43,50","0,00","43,50","0,00"
2023.0,04/2023,7896359035342.0,7896359035342.0,Cj Pote Sanremo 3 Pcs Plast SR380/3C,5.0,"156,25","0,00","156,25","0,00"
2023.0,04/2023,7896359006274.0,7896359006274.0,Pote 2.7l Quad Plastico Sanremo 712/5,4.0,"107,00","0,00","107,00","0,00"
2023.0,04/2023,7895155485641.0,7895155485641.0,Saleiro Plast 500ml Rs,2.0,"22,00","0,00","22,00","0,00"
2023.0,04/2023,7908486112091.0,7908486112091.0,Garrafa Squeeze 700ml Bico Retratil Sport Cm40,5.0,"80,00","0,00","80,00","0,00"
2023.0,04/2023,7908342102488.0,7908342102488.0,Squeeze Eko 750ml C/ Alca Az,2.0,"31,50","0,00","31,50","0,00"
2023.0,04/2023,7896359038213.0,7896359038213.0,Pote Plast Sanremo C/ Travas 1.4l,2.0,"39,50","0,00","39,50","0,00"
2023.0,04/2023,7891575143765.0,7891575143765.0,Travessa Melamina Bellagio M 24.5x15.5cm Ref 9450,2.0,"28,00","0,00","28,00","0,00"
2023.0,04/2023,7896359002221.0,7896359002221.0,Organizador Top Sanremo 56.1l 975,6.0,"654,00","0,00","654,00","0,00"
2023.0,04/2023,7899658403270.0,7899658403270.0,Prato Melamina Macaco 22cm,3.0,"27,00","0,00","27,00","0,00"
2023.0,04/2023,7897291832488.0,7897291832488.0,Balde 14L  Giplas Bdi-14,1.0,"24,50","0,00","24,50","0,00"
2023.0,04/2023,7899014645306.0,7899014645306.0,Enxague Do Bebe Cajovil Rs Bebe,1.0,"11,00","0,00","11,00","0,00"
2023.0,04/2023,7899850327312.0,7899850327312.0,Bandeja Organizadora Clink 25x17x4cm,3.0,"66,00","0,00","66,00","0,00"
2023.0,04/2023,7895155778774.0,7895155778774.0,Organizador Gaveta Uz 170X255mm Rs UZ381-ROS,3.0,"42,00","0,00","42,00","0,00"
2023.0,04/2023,7896359030323.0,7896359030323.0,Pote Plástico Retângular Alto Médio - Sanremo,2.0,"34,50","0,00","34,50","0,00"
2023.0,04/2023,7897291812619.0,7897291812619.0,Tigela Sobrem Plast Giplas 3l Tg-30,9.0,"81,00","0,00","81,00","0,00"
2023.0,04/2023,7895155013424.0,7895155013424.0,Pote Multiuso Uz 01l 500ml Premium Br,1.0,"19,50","0,00","19,50","0,00"
2023.0,04/2023,7899808867884.0,7899808867884.0,Caneca 360ml Plasutil Divertida Homem Aranha,1.0,"20,25","0,00","20,25","0,00"
2023.0,04/2023,7896042007496.0,7896042007496.0,Omeleteira,1.0,"16,75","0,00","16,75","0,00"
2023.0,04/2023,7895155706821.0,7895155706821.0,Suporte C/ Escova Sanitaria Slim Br Plast,9.0,"175,50","0,00","175,50","0,00"
2023.0,04/2023,7899755626466.0,7899755626466.0,Tabua Corte 40x30cm,3.0,"144,00","0,00","144,00","0,00"
2023.0,04/2023,7897698234724.0,7897698234724.0,Copo Medidor 500ml Shine,9.0,"90,00","0,00","90,00","0,00"
2023.0,04/2023,7897698209173.0,7897698209173.0,Caixa Organizadora 10.5l Ret G C/Abas,2.0,"117,50","0,00","117,50","0,00"
2023.0,04/2023,7899658373610.0,7899658373610.0,Cesta Organize 35x8x5cm Color,1.0,"21,00","0,00","21,00","0,00"
2023.0,04/2023,7908439803953.0,7908439803953.0,Maleta Arqplast Lady Box Mini Rs,1.0,"5,00","0,00","5,00","0,00"
2023.0,04/2023,7895155427788.0,7895155427788.0,Saleiros Plast 500ml Br,1.0,"11,00","0,00","11,00","0,00"
2023.0,04/2023,7896359010400.0,7896359010400.0,Pote Plástico Para Fiambres Com Divisória - Sanremo,4.0,"67,00","0,00","67,00","0,00"
2023.0,04/2023,7899808865590.0,7899808865590.0,Caneca 360ml Plasutil Divertida Encanto,1.0,"20,25","0,00","20,25","0,00"
2023.0,04/2023,7896952506881.0,7896952506881.0,Porta Sabao/detergente Jaguar 688,2.0,"12,50","0,00","12,50","0,00"
2023.0,04/2023,7896456006115.0,7896456006115.0,Ventosa Cinquetti C/2 Nat,6.0,"19,50","0,00","19,50","0,00"
2023.0,04/2023,7896359012961.0,7896359012961.0,"Porta Cafe Plastico Sanremo 2,2L 435/3",2.0,"38,50","0,00","38,50","0,00"
2023.0,04/2023,20881.0,20881.0,Pote 500G Pp Mel Am C/Tpa,2.0,"4,00","0,00","4,00","0,00"
2023.0,04/2023,7908342103287.0,7908342103287.0,Bisnaga 200ml Tampa Amarela,2.0,"9,50","0,00","9,50","0,00"
2023.0,04/2023,7895155362065.0,7895155362065.0,Porta Algodao Uz Transparente Tampa Vm,1.0,"20,75","0,00","20,75","0,00"
2023.0,04/2023,7909875068739.0,7909875068739.0,Porta Escova C/ Tampa Premium Cap Plast,3.0,"61,50","0,00","61,50","0,00"
2023.0,04/2023,7897698205045.0,7897698205045.0,Cj Paris 3m Desm. C/cinta Mb,3.0,"39,00","0,00","39,00","0,00"
2023.0,04/2023,7897291829693.0,7897291829693.0,Balde 8.8l Giplas Incolor Bd-88,1.0,"13,25","0,00","13,25","0,00"
2023.0,04/2023,7895155014094.0,7895155014094.0,Pote Multiuso Premium 5.5l Vm,1.0,"35,00","0,00","35,00","0,00"
2023.0,04/2023,7898955005583.0,7898955005583.0,Organizador Ovos 24 Cavidades Diamond,1.0,"54,25","0,00","54,25","0,00"
2023.0,04/2023,7899206116263.0,7899206116263.0,Saladeira Quadrada 33.5cm ,1.0,"27,75","0,00","27,75","0,00"
2023.0,04/2023,7899808867204.0,7899808867204.0,Pote Plasutil 2 Div Trava Mais Crist C/Escorredor,2.0,"74,00","0,00","74,00","0,00"
2023.0,04/2023,7896359019304.0,7896359019304.0,Porta Sabão em Pó Plástico de 2kg - Sanremo,2.0,"49,50","0,00","49,50","0,00"
2023.0,04/2023,7897291832044.0,7897291832044.0,Dosador Giplas 500Ml Incolor jd-05,5.0,"18,75","0,00","18,75","0,00"
2023.0,04/2023,7896952541127.0,7896952541127.0,Pote Ret 2.5l Jaguar Versatil Art Decor 2,7.0,"89,25","0,00","89,25","0,00"
2023.0,04/2023,7896042036595.0,7896042036595.0,Saleiro/Paliteiro Clic Plasutil,7.0,"43,75","0,00","43,75","2,88"
2023.0,04/2023,7899808870679.0,7899808870679.0,Pote 1.1ml Ret Trava Mais C/ Escorredor Plasutil,1.0,"27,75","0,00","27,75","0,00"
2023.0,04/2023,7895155706869.0,7895155706869.0,Suporte C/ Escova Sanitaria Slim Pt Plast,9.0,"175,50","0,00","175,50","0,00"
2023.0,04/2023,7892401001266.0,7892401001266.0,Forma Micro P/bolo Pudim S/tampa,1.0,"16,25","0,00","16,25","0,00"
2023.0,04/2023,7897291831757.0,7897291831757.0,Organizador 3.75ml Giplas Quad Alto Home Sort Pqah-40,3.0,"33,75","0,00","33,75","0,00"
2023.0,04/2023,7898121658094.0,7898121658094.0,Caixa Multiuso 3.5l C/ Tampa,1.0,"19,25","0,00","19,25","0,00"
2023.0,04/2023,7896460200417.0,7896460200417.0,Peneira Plastica Dpg Gde 23cm 0041,2.0,"21,00","0,00","21,00","0,00"
2023.0,04/2023,7899808898833.0,7899808898833.0,Copo 320ml Jessie,1.0,"6,50","0,00","6,50","0,00"
2023.0,04/2023,7898943566225.0,7898943566225.0,Organizador Diamond 23x11x8cm Cristal,1.0,"38,25","0,00","38,25","0,00"
2023.0,04/2023,7898580192443.0,7898580192443.0,Sousplat Marfim,2.0,"52,00","0,00","52,00","0,00"
2023.0,04/2023,7896359023455.0,7896359023455.0,Jarra Plástica de 2l - Sanremo,1.0,"17,50","0,00","17,50","0,00"
2023.0,04/2023,7909875050321.0,7909875050321.0,Cesto De Roupa M 30l Plast Rs,2.0,"105,50","0,00","105,50","0,00"
2023.0,04/2023,7908148556164.0,7908148556164.0,Organizador Multiuso Plast 95616,4.0,"98,00","0,00","98,00","0,00"
2023.0,04/2023,7899808880289.0,7899808880289.0,Pote 01l 900ml Flip Dec B4,1.0,"30,50","0,00","30,50","0,00"
2023.0,04/2023,7895155597139.0,7895155597139.0,Bandejas Plast Plus Pr,1.0,"21,25","0,00","21,25","0,00"
2023.0,04/2023,7899014662297.0,7899014662297.0,Banheira 22l Cajovil Inf Aconchego Lfof Br,1.0,"73,25","0,00","73,25","0,00"
2023.0,04/2023,7896359025244.0,7896359025244.0,Porta Detergente Plastico Sanremo,2.0,"17,50","0,00","17,50","0,00"
2023.0,04/2023,7899655011942.0,7899655011942.0,Bowl 26cm Inox Fundo,1.0,"34,00","0,00","34,00","0,00"
2023.0,04/2023,7896952531753.0,7896952531753.0,Organizador Ret 3.2l Jaguar Slim,8.0,"100,00","0,00","100,00","0,00"
2023.0,04/2023,7896359012435.0,7896359012435.0,Balde 15l Sanremo Plast 250/1,2.0,"88,50","0,00","88,50","0,00"
2023.0,04/2023,7896020677680.0,7896020677680.0,Marmita Mor Red 2 And C/ Alca Sort,1.0,"61,25","0,00","61,25","0,00"
2023.0,04/2023,7899014634577.0,7899014634577.0,Pratinho 600ml Urso Cajovil Rs Bebe,3.0,"27,75","0,00","27,75","0,00"
2023.0,04/2023,7898121652139.0,7898121652139.0,Porta Detergente Rischioto Stillus,4.0,"19,00","0,00","19,00","0,00"
2023.0,04/2023,7891575147343.0,7891575147343.0,Tigela 600ml Melamina P 17.5x17.5x5cm 4734,4.0,"63,00","0,00","63,00","0,00"
2023.0,04/2023,7896359033812.0,7896359033812.0,Cj 4 Potes 00l 230ml Sanremo Plast,6.0,"90,00","0,00","90,00","0,00"
2023.0,04/2023,7897291810400.0,7897291810400.0,Saladeira Plast Giplas 5.7l C/tp Sa-55,5.0,"56,25","0,00","56,25","0,00"
2023.0,04/2023,7895155513405.0,7895155513405.0,Organizador Pia Uz Plus Vm,2.0,"18,50","0,00","18,50","0,00"
2023.0,04/2023,7896042040776.0,7896042040776.0,Copo 320ml Detetives Predio Azul,1.0,"6,50","0,00","6,50","0,00"
2023.0,04/2023,7909875060795.0,7909875060795.0,Saleiros Plast 500ml Capuccino,2.0,"22,00","0,00","22,00","0,00"
2023.0,04/2023,7896359010424.0,7896359010424.0,Bacia 5l Sanremo Plast 602,2.0,"32,50","0,00","32,50","0,00"
2023.0,04/2023,7895155808563.0,7895155808563.0,Saboneteira Premium Pt,5.0,"73,75","0,00","73,75","0,00"
2023.0,04/2023,7898121654447.0,7898121654447.0,Saleiro Plast,5.0,"36,25","0,00","36,25","0,00"
2023.0,04/2023,7898943566010.0,7898943566010.0,Cesto Organizador C/ Div Quadratta 16x8x5cm,1.0,"18,00","0,00","18,00","0,00"
2023.0,04/2023,7899014644361.0,7899014644361.0,Kit Alimentacao 1 Prato/ 2 Colheres/ 1 Porta Suco Az Bebe,1.0,"29,00","0,00","29,00","0,00"
2023.0,04/2023,7897291832471.0,7897291832471.0,"Balde 8,8L Giplas  Bdi-88",3.0,"43,50","0,00","43,50","0,00"
2023.0,04/2023,7896539204001.0,7896539204001.0,Caixa Cosmeticos Sao Bernardo,1.0,"21,50","0,00","21,50","0,00"
2023.0,04/2023,7897698209517.0,7897698209517.0,Bacia 6l Canelada,4.0,"70,00","0,00","70,00","0,00"
2023.0,04/2023,7897291831528.0,7897291831528.0,Cj Organiz 690/380/230ml Giplas Quad Home Cqh-742,2.0,"12,50","0,00","12,50","0,00"
2023.0,04/2023,7897698235172.0,7897698235172.0,Pote 1.65l C/ Rosca Joy Cha Mate,1.0,"18,00","0,00","18,00","0,00"
2023.0,04/2023,7897291832235.0,7897291832235.0,Vaso Suspenso Giplas G C/ Haste Sort Va-60,1.0,"22,00","0,00","22,00","0,00"
2023.0,04/2023,7899014651864.0,7899014651864.0,Prato Cajovil Inf C/ Divisoria Rs Bebe,1.0,"10,25","0,00","10,25","0,00"
2023.0,04/2023,7909875068876.0,7909875068876.0,Porta Escova Premium Cap Plast,4.0,"52,00","0,00","52,00","13,00"
2023.0,04/2023,7896553929621.0,7896553929621.0,Cesta One Coza Ventosa Br,1.0,"25,25","0,00","25,25","0,00"
2023.0,04/2023,7896359013456.0,7896359013456.0,Sanduicheira Plástica Sanremo 585ml 684,5.0,"43,75","0,00","43,75","0,00"
2023.0,04/2023,7896359035946.0,7896359035946.0,Garrafa Termica 500ml Sanremo Expressar SR1014/3,1.0,"67,50","0,00","67,50","0,00"
